2016-08-29,S,2
2016-08-30,SS,2
2016-08-31,A,0
2016-09-01,B,0
2016-09-02,C,0
2016-09-06,D,0
2016-09-07,E,0
2016-09-08,F,0
2016-09-09,G,0
2016-09-12,H,0
2016-09-13,A,0
2016-09-14,B,0
2016-09-15,C,0
2016-09-16,DPL,3
2016-09-19,E,0
2016-09-20,F,0
2016-09-21,G,0
2016-09-22,H,0
2016-09-23,A,0
2016-09-26,EAB,0
2016-09-27,C,0
2016-09-28,D,0
2016-09-29,E,0
2016-09-30,F,0
2016-10-04,G,0
2016-10-05,H,0
2016-10-06,A,0
2016-10-07,BTD,3
2016-10-10,C,0
2016-10-11,D,0
2016-10-13,E,0
2016-10-14,F,0
2016-10-17,G,0
2016-10-18,H,0
2016-10-19,A,0
2016-10-20,B,0
2016-10-21,EAC,0
2016-10-24,D,1
2016-10-25,E,1
2016-10-26,F,1
2016-10-27,G,1
2016-10-28,HPL,3
2016-10-31,A,0
2016-11-01,B,0
2016-11-02,C,0
2016-11-03,D,0
2016-11-04,E,0
2016-11-07,F,0
2016-11-09,G,0
2016-11-10,H,0
2016-11-11,A,0
2016-11-14,B,0
2016-11-15,C,0
2016-11-16,D,0
2016-11-17,E,0
2016-11-18,FPL,3
2016-11-21,EAG,0
2016-11-22,H,0
2016-11-23,A,1
2016-11-28,B,0
2016-11-29,C,0
2016-11-30,D,0
2016-12-01,E,0
2016-12-02,F,0
2016-12-05,G,0
2016-12-06,H,0
2016-12-07,A,1
2016-12-08,B,0
2016-12-09,CPL,3
2016-12-12,EAD,0
2016-12-13,E,0
2016-12-14,F,0
2016-12-15,G,0
2016-12-16,H,0
2016-12-19,A,0
2016-12-20,B,0
2016-12-21,C,0
2016-12-22,D,0
2016-12-23,E,1
2016-01-03,F,0
2017-01-04,G,0
2017-01-05,H,0
2017-01-06,A,0
2017-01-09,B,0
2017-01-10,M1,3
2017-01-11,M2,3
2017-01-12,M3,3
2017-01-13,M4,3
2017-01-17,C,0
2017-01-18,D,0
2017-01-19,E,0
2017-01-20,F,0
2017-01-23,G,0
2017-01-24,H,0
2017-01-25,A,0
2017-01-26,B,0
2017-01-27,CPL,3
2017-01-30,D,0
2017-01-31,EAE,0
2017-02-01,F,0
2017-02-02,G,0
2017-02-03,HTD,3
2017-02-06,A,0
2017-02-07,B,0
2017-02-08,C,0
2017-02-09,D,0
2017-02-10,E,0
2017-02-13,EAF,0
2017-02-14,G,0
2017-02-15,H,0
2017-02-16,A,0
2017-02-17,BPL,3
2017-02-22,C,0
2017-02-23,D,0
2017-02-24,E,0
2017-02-27,F,0
2017-02-28,G,0
2017-03-01,H,0
2017-03-02,A,0
2017-03-03,B,0
2017-03-06,C,0
2017-03-07,D,0
2017-03-08,E,0
2017-03-09,F,0
2017-03-10,GPL,3
2017-03-13,EAH,0
2017-03-14,A,1
2017-03-15,B,1
2017-03-16,C,1
2017-03-17,D,0
2017-03-20,E,0
2017-03-21,F,0
2017-03-22,G,0
2017-03-23,H,0
2017-03-24,A,0
2017-03-27,B,0
2017-03-28,C,0
2017-03-29,D,0
2017-03-30,E,0
2017-03-31,FPL,3
2017-04-03,G,0
2017-04-04,H,0
2017-04-05,ATD,3
2017-04-06,B,0
2017-04-07,C,0
2017-04-17,D,0
2017-04-18,E,0
2017-04-19,F,0
2017-04-20,G,0
2017-04-21,H,0
2017-04-24,A,0
2017-04-25,B,0
2017-04-26,C,0
2017-04-27,D,0
2017-04-28,EPL,3
2017-05-01,F,0
2106-05-02,G,0
2017-05-03,H,0
2017-05-04,A,0
2017-05-05,B,0
2017-05-08,C,0
2017-05-09,D,0
2017-05-10,E,0
2017-05-11,F,0
2017-05-12,EAG,0
2017-05-15,H,0
2017-05-16,A,0
2017-05-17,B,0
2017-05-18,C,0
2017-05-19,DTD,3
2017-05-22,E,0
2017-05-23,F,0
2017-05-24,G,0
2017-05-25,H,0
2017-05-26,APL,3
2017-05-30,B,0
2017-05-31,C,0
2017-06-01,D,0
2017-06-02,Y1,3
2017-06-05,Y2,3
2017-06-06,Y3,3
2017-06-07,Y4,3
