2021-8-30,S,7
2021-8-31,SS,8
2021-9-1,SSS,9
2021-9-2,A,0
2021-9-3,B,0
2021-9-8,C,0
2021-9-9,D,0
2021-9-10,E,0
2021-9-13,F,0
2021-9-14,G,0
2021-9-15,H,0
2021-9-17,A,0
2021-9-20,B,0
2021-9-21,C,0
2021-9-22,D,4
2021-9-23,E,0
2021-9-24,F,0
2021-9-27,G,0
2021-9-28,H,0
2021-9-29,A,0
2021-9-30,B,0
2021-10-1,C,5
2021-10-4,D,0
2021-10-5,E,0
2021-10-6,F,4
2021-10-7,G,0
2021-10-8,H,0
2021-10-11,A,0
2021-10-12,B,0
2021-10-13,C,0
2021-10-14,D,0
2021-10-15,E,0
2021-10-18,F,0
2021-10-19,G,0
2021-10-20,H,0
2021-10-21,A,0
2021-10-22,B,0
2021-10-25,C,0
2021-10-26,D,0
2021-10-27,E,4
2021-10-28,F,0
2021-10-29,G,0
2021-11-1,H,0
2021-11-3,A,0
2021-11-4,B,0
2021-11-5,C,0
2021-11-8,D,0
2021-11-9,E,0
2021-11-10,F,4
2021-11-11,G,0
2021-11-12,H,0
2021-11-15,A,0
2021-11-16,B,0
2021-11-17,C,6
2021-11-18,D,6
2021-11-19,E,0
2021-11-22,F,0
2021-11-23,G,0
2021-11-24,H,6
2021-11-29,A,0
2021-11-30,B,0
2021-12-1,C,0
2021-12-2,D,0
2021-12-3,E,0
2021-12-6,F,0
2021-12-7,G,0
2021-12-8,H,4
2021-12-9,A,0
2021-12-10,B,0
2021-12-13,C,0
2021-12-14,D,0
2021-12-15,E,0
2021-12-16,F,0
2021-12-17,G,0
2021-12-20,H,0
2021-12-21,A,0
2021-12-22,B,4
2021-12-23,C,6
2022-1-3,D,0
2022-1-4,E,0
2022-1-5,F,4
2022-1-6,G,0
2022-1-7,H,0
2022-1-10,A,0
2022-1-11,B,0
2022-1-12,C,0
2022-1-13,D,0
2022-1-14,E,6
2022-1-18,M1,3
2022-1-19,M2,3
2022-1-20,M3,3
2022-1-21,M4,3
2022-1-24,F,0
2022-1-25,G,0
2022-1-26,H,0
2022-1-27,A,0
2022-1-28,B,0
2022-1-31,C,0
2022-2-1,D,0
2022-2-2,E,4
2022-2-3,F,0
2022-2-4,G,0
2022-2-7,H,0
2022-2-8,A,0
2022-2-9,B,0
2022-2-10,C,0
2022-2-11,D,0
2022-2-14,E,0
2022-2-15,F,0
2022-2-16,G,4
2022-2-17,H,0
2022-2-18,A,6
2022-2-23,B,0
2022-2-24,C,0
2022-2-25,D,0
2022-2-28,E,0
2022-3-1,F,0
2022-3-2,G,0
2022-3-3,H,0
2022-3-4,A,0
2022-3-7,B,0
2022-3-8,C,0
2022-3-9,D,5
2022-3-10,E,0
2022-3-11,F,0
2022-3-14,G,0
2022-3-15,H,0
2022-3-16,A,4
2022-3-17,B,6
2022-3-18,C,0
2022-3-21,D,0
2022-3-22,E,0
2022-3-23,F,0
2022-3-24,G,0
2022-3-25,H,0
2022-3-28,A,0
2022-3-29,B,0
2022-3-30,C,4
2022-3-31,D,0
2022-4-1,E ,0
2022-4-4,F,0
2022-4-5,G,0
2022-4-6,H,0
2022-4-7,A,0
2022-4-8,B,0
2022-4-18,C,0
2022-4-19,D,0
2022-4-20,E,0
2022-4-21,F,0
2022-4-22,G,0
2022-4-25,H,0
2022-4-26,A,0
2022-4-27,B,4
2022-4-28,C,0
2022-5-2,D,0
2022-5-3,E,0
2022-5-4,F,0
2022-5-5,G,0
2022-5-6,H,0
2022-5-9,A,0
2022-5-10,B,0
2022-5-11,C,4
2022-5-12,D,0
2022-5-13,E,0
2022-5-16,F,0
2022-5-17,G,0
2022-5-18,H,0
2022-5-19,A,0
2022-5-20,B,0
2022-5-23,C,0
2022-5-24,D,0
2022-5-25,E,4
2022-5-26,F,0
2022-5-27,G,6
2022-5-31,H,0
2022-6-1,A,0
2022-6-2,B,0
2022-6-3,Y1,3
2022-6-6,Y2,3
2022-6-7,Y3,3
2022-6-8,Y4,3
